isogroup02209	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup25168	GO:0005811;GO:0005751;GO:0005739;GO:0004129;GO:0046872;GO:0006123;GO:0007406;GO:0045787
isogroup03568	GO:0005829;GO:0004807;GO:0006094;GO:0046166;GO:0019563;GO:0006096;GO:0006098
isogroup02656	GO:0005623;GO:0004550;GO:0030154;GO:0045454;GO:0006241;GO:0006183;GO:0007275;GO:0007283;GO:0006228
isogroup15528	GO:0005665;GO:0016272;GO:0003682;GO:0019212;GO:0001106;GO:0010923;GO:0006457;GO:0006357;GO:0009615
isogroup14491	GO:0016021;GO:0005743
isogroup07414	GO:0015629;GO:0005737;GO:0070062;GO:0005524;GO:0003723;GO:0004829;GO:0006435
isogroup01041	GO:0005783;GO:0005509;GO:0044325;GO:0051219;GO:0005080;GO:0003723;GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0006807;GO:0051291;GO:0072001
isogroup30438	GO:0020002;GO:0016020;GO:0019013;GO:0004190;GO:0003677;GO:0003887;GO:0003723;GO:0003964;GO:0004523;GO:0039660;GO:0008270;GO:0015074;GO:0006310
isogroup35348	GO:0005737;GO:0005778;GO:0051082;GO:0006457
isogroup33765	GO:0005783;GO:0005739;GO:0035091;GO:0042981
isogroup21062	GO:0030424;GO:0005737;GO:0030425;GO:0031235;GO:0016020;GO:0043005;GO:0005730;GO:0005634;GO:0014069;GO:0043234;GO:0005096;GO:0008017;GO:0031210;GO:0008429;GO:0045545;GO:0030036;GO:0030325;GO:0048844;GO:0007420;GO:0048593;GO:0007154;GO:0021987;GO:0030199;GO:0030198;GO:0021897;GO:0048853;GO:0007507;GO:0001889;GO:0000165;GO:0001656;GO:0022011;GO:0048147;GO:0043407;GO:0043409;GO:0007406;GO:0048715;GO:0006469;GO:0046580;GO:0042992;GO:0001649;GO:0007422;GO:0014065;GO:0043473;GO:0045762;GO:0043065;GO:0043547;GO:0043525;GO:0007265;GO:0045765;GO:0045124;GO:0001952;GO:0045685;GO:0043087;GO:0045664;GO:0001666;GO:0014044;GO:0048745;GO:0021510;GO:0048485;GO:0008542;GO:0042060
isogroup20171	GO:0016235;GO:0005776;GO:0005737;GO:0031410;GO:0005783;GO:0005654;GO:0048471;GO:0005886;GO:0000502;GO:0043234;GO:0042802;GO:0019215;GO:0019900;GO:0031593;GO:0005102;GO:0035973;GO:0000045;GO:0097352;GO:0071456;GO:0030433;GO:0016236;GO:1901340;GO:0034140;GO:1903071;GO:0031398;GO:1902175;GO:0031396;GO:0034976
isogroup03396	GO:0005814
isogroup21106	GO:0005783;GO:0005768;GO:0070062;GO:0005794;GO:0016021;GO:0031307;GO:0005743;GO:0005739;GO:0005886;GO:0005524;GO:0042626;GO:0015562;GO:0020037;GO:0015439;GO:0007420;GO:0006879;GO:0006779;GO:0043588;GO:0055085
isogroup27167	
isogroup28765	GO:0016021;GO:0005743;GO:0005509;GO:0043022;GO:0006875
isogroup19404	GO:0000932;GO:0030529;GO:0035068;GO:0005845;GO:0005634;GO:0005844;GO:0016442;GO:0070578;GO:0016443;GO:0070551;GO:0046872;GO:0000340;GO:0035197;GO:0031047;GO:0035278;GO:0035279;GO:0045947;GO:1900153;GO:0060213;GO:0031054;GO:0006355;GO:0006351
isogroup08187	GO:0003964;GO:0006313
isogroup23628	GO:0005615;GO:0016021;GO:0070373;GO:0043408;GO:0051090
isogroup21740	GO:0005737;GO:0016020;GO:0005654;GO:0019901;GO:0030292;GO:0001933;GO:0051209
isogroup14587	GO:0005840;GO:0019843;GO:0003735;GO:0006412
isogroup23413	GO:0071339;GO:0000812;GO:0005524;GO:0043141;GO:0006310;GO:0006281;GO:0006355;GO:0006351
isogroup13421	GO:0005789;GO:0016021;GO:0022416;GO:0008407;GO:0007029;GO:0051686;GO:0006887;GO:0001555;GO:0007296
isogroup12358	GO:0016597;GO:0051287;GO:0004617;GO:0006564
isogroup13917	GO:0000790;GO:0000786;GO:0003677;GO:0006342
isogroup02119	GO:0004021;GO:0030170;GO:0006103;GO:0009058;GO:0042853;GO:0042851
isogroup15086	GO:0005737;GO:0005856;GO:0004871;GO:0034333;GO:0007155
isogroup01636	GO:0031965;GO:0016607;GO:0005654;GO:0003676;GO:0000166;GO:0044822;GO:0001569;GO:0000398;GO:0045638;GO:0060674;GO:0007221;GO:0048536;GO:0060412;GO:0016032
isogroup09241	GO:0005737;GO:0005634;GO:0003730;GO:0003729;GO:0003727;GO:0007475;GO:0008366;GO:0007155;GO:0030154;GO:0016477;GO:0030718;GO:0008347;GO:0007498;GO:0008078;GO:0016203;GO:0007521;GO:0007517;GO:0007438;GO:0000381;GO:0045995;GO:0008016;GO:0006417;GO:0045214;GO:0007525;GO:0007284
isogroup15546	GO:0030424;GO:0005737;GO:0030426;GO:0030529;GO:0016020;GO:0005634;GO:0005524;GO:0043141;GO:0032575;GO:0003677;GO:0003678;GO:0008094;GO:0043022;GO:0003723;GO:0008186;GO:0003697;GO:0008134;GO:0000049;GO:0008270;GO:0006310;GO:0006281;GO:0006260;GO:0051260;GO:0006357;GO:0006351;GO:0006412
isogroup10738	GO:0004619;GO:0006094;GO:0006096
isogroup05652	GO:0071013;GO:0000243;GO:0005737;GO:0005829;GO:0034709;GO:0005634;GO:0034715;GO:0071011;GO:0071010;GO:0034719;GO:0097526;GO:0005685;GO:0005689;GO:0005686;GO:0005687;GO:0005682;GO:0044822;GO:0003723;GO:1990446;GO:0000245;GO:0000387
isogroup04591	GO:0005694;GO:0008024;GO:0016020;GO:0016605;GO:0097322;GO:0005524;GO:0003682;GO:0030332;GO:0004693;GO:0008353;GO:0000979;GO:0008134;GO:0044212;GO:0071345;GO:0071157;GO:1900364;GO:0070816;GO:2001168;GO:0033129;GO:1903839;GO:0045944;GO:0006282;GO:0051147;GO:0031297;GO:0006368
isogroup04267	GO:0005604;GO:0005581;GO:0005201
isogroup33083	GO:0005694;GO:0016020;GO:0005730;GO:0005524;GO:0004004;GO:0044822;GO:0071392;GO:0010501
isogroup02435	GO:0000139;GO:0005886;GO:0005096;GO:0046872;GO:0015031;GO:0016192
isogroup38834	GO:0005737;GO:0005634;GO:0005524;GO:0046872;GO:0004672;GO:0004674;GO:0004871;GO:0086069;GO:0035556;GO:0006468;GO:1903779;GO:0055117;GO:0002027
isogroup16045	GO:0005789;GO:0005794;GO:0016021;GO:0005886;GO:0047598;GO:0009918;GO:0016132;GO:0006695
isogroup07756	GO:0005737;GO:0031931;GO:0031932;GO:0032006
isogroup18305	GO:0005783;GO:0005739;GO:0005524;GO:0008444;GO:0032049;GO:0046339;GO:0006655;GO:0008654
isogroup08941	GO:0005852;GO:0003743;GO:0031369;GO:0006413
isogroup38457	GO:0071013;GO:0005654;GO:0005686;GO:0071004;GO:0005684;GO:0044822;GO:0003723;GO:0000389;GO:0000398;GO:0000381
isogroup15273	
isogroup27405	GO:0005524;GO:0004703;GO:0006935;GO:0006972;GO:0032501;GO:0042048;GO:0040010;GO:0007165
isogroup17432	GO:0016021;GO:0031514;GO:0005886
isogroup09425	GO:0005737;GO:0005634;GO:0005839;GO:0019774;GO:0004298;GO:0043161
isogroup20108	GO:0015629;GO:0005737;GO:0005634;GO:0005886;GO:0030041;GO:0044782
isogroup13330	GO:0015030;GO:0005737;GO:0005829;GO:0097413;GO:0016604;GO:0000151;GO:0031624;GO:0061630;GO:0031625;GO:0019787;GO:0004842;GO:0008270;GO:0032436;GO:0000209;GO:0016567;GO:0042787;GO:0006511
isogroup14840	GO:0016021;GO:0005747;GO:0005654;GO:0055114
isogroup12280	GO:0005576;GO:0004806;GO:0016042
isogroup02770	GO:0005840;GO:0003735;GO:0006412
isogroup08670	
isogroup31085	GO:0005829;GO:0005525
isogroup09021	GO:0005740;GO:0005743;GO:0005753;GO:0000275;GO:0005739;GO:0045259;GO:0015078;GO:0046933;GO:0015986;GO:0015992
isogroup21637	GO:0030686;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0005525;GO:0003924;GO:0044822;GO:0034511;GO:0000479;GO:0000462;GO:0042255;GO:0006364
isogroup22784	GO:0070062;GO:0005794;GO:0043231;GO:0031902;GO:0005765;GO:0005764;GO:0045121;GO:0005886;GO:0071986;GO:0005085;GO:0016049;GO:0034613;GO:0071230;GO:0042632;GO:0032439;GO:0007032;GO:0032418;GO:0007040;GO:0043410;GO:0032008;GO:0010874;GO:0010872;GO:0060620;GO:0001919
isogroup10351	GO:0000775;GO:0005634;GO:0005524;GO:0003677;GO:0004386;GO:0006355;GO:0006351
isogroup19819	GO:0005737;GO:0022625;GO:0031012;GO:0005925;GO:0016020;GO:0005730;GO:0005634;GO:0003723;GO:0019843;GO:0003735;GO:0002181;GO:0006412
isogroup17600	GO:0005737;GO:0005856;GO:0004871;GO:0034333;GO:0007155
isogroup09717	GO:0005739;GO:0005634;GO:0017005;GO:0003677;GO:0003906;GO:0008311;GO:0008081;GO:0008270;GO:0006284
isogroup13527	GO:0005525;GO:0003924;GO:0046872;GO:0004871;GO:0007188
isogroup11404	GO:0005634;GO:0005524;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0003713;GO:0060612;GO:0007520;GO:0045893;GO:0006468
isogroup28104	GO:0005930;GO:0005737
isogroup05015	GO:0032059;GO:0005814;GO:0005856;GO:0000139;GO:0030027;GO:0005886;GO:0001726;GO:0005524;GO:0046872;GO:0004674;GO:0030036;GO:0006915;GO:0051451;GO:0051894;GO:2000114;GO:0051492;GO:0007266
isogroup15375	GO:0016021;GO:0055085
isogroup28993	GO:0005737;GO:0005769;GO:0043231;GO:0005770;GO:0005764;GO:0005654;GO:0006914;GO:0002376;GO:0071985;GO:1901097;GO:0010507;GO:0045806;GO:0043553;GO:0006909
isogroup29691	GO:0000307;GO:0019005;GO:0061575;GO:0042393;GO:0019901;GO:0043130;GO:0051301;GO:0008283;GO:0044772;GO:0045737;GO:0045893;GO:0007346;GO:0006355
isogroup17597	GO:0016020;GO:0016607;GO:0071021;GO:0046540;GO:0005682;GO:0000350;GO:0032269;GO:0071048
isogroup18885	GO:0005829;GO:0016020;GO:0005886;GO:0030552;GO:0005085;GO:0017016;GO:0005088;GO:0017156;GO:0019933;GO:0007186;GO:0030073;GO:0017157;GO:0050796;GO:0007264
isogroup08195	GO:0005952;GO:0030552;GO:0008603
isogroup15450	GO:0005829;GO:0005615;GO:0001772;GO:0016020;GO:0005634;GO:0005504;GO:0005096;GO:0051879;GO:0019901;GO:0005094;GO:0017048;GO:0071260;GO:0071407;GO:0071461;GO:0030336;GO:0008360;GO:0032880;GO:0007266;GO:0071526
isogroup02158	GO:0030014;GO:0030015;GO:0000932;GO:0005634;GO:0031047;GO:0006402;GO:0033147;GO:0017148;GO:2000327;GO:0006355;GO:0006351
isogroup13683	GO:0005739;GO:0005777;GO:0016209;GO:0004096;GO:0020037;GO:0046872;GO:0007568;GO:0008340;GO:0003007;GO:0042744;GO:0038001;GO:0072593;GO:0035206;GO:0045471;GO:0042542
isogroup00868	GO:0005576;GO:0004556;GO:0046872;GO:0005975
isogroup37848	GO:0005634;GO:0005669;GO:0003682;GO:0008237;GO:0001129;GO:0043565;GO:0008134;GO:0044212;GO:0008270;GO:0006352;GO:0022008;GO:0046427;GO:0060261;GO:0007221;GO:0051123;GO:0006366;GO:0006367
isogroup12867	GO:0016020;GO:0016491
isogroup29522	GO:0042584;GO:0070062;GO:0030117;GO:0005874;GO:0031966;GO:0043209;GO:0001917;GO:0005525;GO:0003924;GO:0008017;GO:0044822;GO:0008022;GO:0008344;GO:0072583;GO:0003374;GO:0007032;GO:0061025;GO:0000266;GO:0045920;GO:0051262;GO:0031623;GO:0007605;GO:0051932;GO:1901998
isogroup33508	GO:0090544;GO:0005654;GO:0005886;GO:0003677;GO:0046872;GO:0060038;GO:0060982;GO:0016569;GO:0048568;GO:0003007;GO:0042592;GO:0030336;GO:0008285;GO:0006337;GO:0006355;GO:0006351
isogroup35767	GO:0071013;GO:0005730;GO:0005654;GO:0005681;GO:0005686;GO:0000166;GO:0035614;GO:0070990;GO:0000398
isogroup13063	GO:0000785;GO:0005737;GO:0005634;GO:0031490;GO:0051213;GO:0032454;GO:0046872;GO:0000976;GO:0033169;GO:0006355;GO:0006351
isogroup03156	
isogroup03381	GO:0005737;GO:0005634;GO:0005524;GO:0004004;GO:0003723;GO:0008104;GO:0010501
isogroup34552	GO:0071013;GO:0005913;GO:0005737;GO:0070062;GO:0031012;GO:0005925;GO:0016020;GO:0000790;GO:0005654;GO:0044822;GO:0000978;GO:0001077;GO:0098609;GO:0006397;GO:0043066;GO:0048025;GO:0045716;GO:0048260;GO:1902165;GO:0072369;GO:0010988;GO:0008380
isogroup26107	GO:0005813;GO:0005694;GO:0031464;GO:0031465;GO:0005737;GO:0005634;GO:0006974;GO:0006260;GO:0031572;GO:0007095;GO:0006513;GO:0000209;GO:0051726;GO:0009411;GO:0019985;GO:0006511
isogroup14674	GO:0000139;GO:0016021;GO:0004394;GO:0015014;GO:0030202;GO:0060676
isogroup15972	GO:0005730;GO:0009968
isogroup33190	GO:0031429;GO:0034513;GO:0060216;GO:0006364;GO:0000454
isogroup00131	GO:0005764;GO:0008234;GO:0030154;GO:0007275
isogroup20748	GO:0070937;GO:0010494;GO:0030175;GO:0030426;GO:0030027;GO:0005634;GO:0048471;GO:0003730;GO:0048027;GO:0003729;GO:0000166;GO:0045182;GO:0070934;GO:0051028;GO:0017148;GO:0097150;GO:0022013;GO:0010976;GO:0010610
isogroup36933	GO:0005615;GO:0004252;GO:0007586
isogroup13951	GO:0030054;GO:0070062;GO:0019898;GO:0005925;GO:0005654;GO:0005634;GO:0005886;GO:0008091;GO:0005200;GO:0031032;GO:0030866
isogroup11074	GO:0005576;GO:0048263;GO:0009953;GO:0048703;GO:0030901;GO:0009994;GO:0043049
isogroup31024	GO:0000139;GO:0005886;GO:0001525;GO:0006915
isogroup20110	GO:0031225;GO:0005886;GO:0005918;GO:0042803;GO:0061343;GO:0007156;GO:0035160;GO:0016331;GO:0007424;GO:0035151;GO:0019991
isogroup03734	GO:0005694;GO:0001650;GO:0005730;GO:0005654;GO:0034455;GO:0044822;GO:0030490;GO:0006355;GO:0006364;GO:0006351
isogroup32784	GO:0005929;GO:0005737;GO:0003341
isogroup23178	GO:0005741;GO:0046930;GO:0000166;GO:0015288;GO:0008308
isogroup17790	GO:0005737;GO:0071797;GO:0008234;GO:0004843;GO:0060070;GO:0045087;GO:0050728;GO:0032088;GO:0070431;GO:1990108;GO:0010803;GO:0002040
isogroup09790	GO:0005737;GO:0005829;GO:0005783;GO:0005789;GO:0012507;GO:0000139;GO:0016021;GO:0005635;GO:0005654;GO:0005634;GO:0043234;GO:0003682;GO:0003677;GO:0000978;GO:0000977;GO:0004879;GO:0032810;GO:0003700;GO:0001077;GO:0007568;GO:0071398;GO:0009267;GO:0008203;GO:0007623;GO:0045444;GO:0008286;GO:0008610;GO:0006629;GO:0030324;GO:0042789;GO:0046676;GO:0000122;GO:0045542;GO:0031065;GO:0045944;GO:0010867;GO:0019217;GO:0003062;GO:1903146;GO:0031647;GO:1903214;GO:0006357;GO:0051591;GO:0042493;GO:0032094;GO:0033762;GO:0009749;GO:0032570;GO:0032526
isogroup19832	GO:0046872
isogroup24587	GO:0016021;GO:0016020;GO:0005886;GO:0032420;GO:0005509;GO:0006816;GO:0016339;GO:0050957;GO:0007156;GO:0060122;GO:0007626;GO:0045494;GO:0051480;GO:0050896;GO:0050953;GO:0007605;GO:0007601
isogroup09967	GO:0031305;GO:0007005
isogroup31113	GO:0071565;GO:0071564;GO:0016514;GO:0005524;GO:0016887;GO:0003682;GO:0004386;GO:0043044;GO:0016569;GO:0007399;GO:0006355;GO:0006351
isogroup08773	GO:0070062;GO:0043202;GO:0005764;GO:0016787;GO:0016042
isogroup35625	GO:0005737;GO:0005829;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0003677;GO:0044822;GO:0004842;GO:0006284;GO:0030154;GO:0016574;GO:1903955;GO:0006513;GO:0000209;GO:0042787
isogroup05633	GO:0005737;GO:0005634;GO:0005524;GO:0061631;GO:0061630;GO:0031625;GO:0004842;GO:0071218;GO:0006281;GO:0006515;GO:0043161;GO:0070979;GO:0006513;GO:0000209
isogroup02790	GO:0070062;GO:0005925;GO:0016021;GO:0031902;GO:0043202;GO:0005765;GO:0016020;GO:0019899;GO:0001618;GO:0010976;GO:0006622;GO:1904978;GO:1905123;GO:1905671
isogroup14895	
isogroup31676	GO:0000407;GO:0006914
isogroup13564	GO:0017109;GO:0030234;GO:0004357;GO:0035226;GO:0046982;GO:0007568;GO:0008637;GO:0044344;GO:0071372;GO:0071333;GO:0035729;GO:0097069;GO:0006534;GO:0006536;GO:0006750;GO:0035733;GO:2001237;GO:0043524;GO:0035229;GO:0050880;GO:0051900;GO:0014823;GO:0042493;GO:0044752;GO:0051409;GO:0007584;GO:0006979
isogroup26938	GO:0016021;GO:0005743;GO:0004129
isogroup12929	GO:0005814;GO:0005813;GO:0036064;GO:0097546;GO:0097542;GO:0005929;GO:0044292;GO:0030992;GO:0032391;GO:0007368;GO:0009953;GO:0042733;GO:0001947;GO:0042073;GO:0050680;GO:0001841;GO:1905515;GO:0070613;GO:0007224
isogroup06580	GO:0005634;GO:0000166;GO:0003723;GO:0043249;GO:0006397;GO:0045595;GO:0008380
isogroup03856	GO:0005730;GO:0003677;GO:0000166;GO:0003723
isogroup18755	GO:0016021;GO:0055038;GO:0045595
isogroup10194	GO:0005730;GO:0005634;GO:0000166;GO:0044822
isogroup29581	GO:0016592;GO:0005524;GO:0004693;GO:0043410;GO:0006468;GO:0007346
isogroup23418	GO:0016021;GO:0005743;GO:0045277;GO:0004129;GO:0019646
isogroup19151	GO:0005737;GO:0031965;GO:0044614;GO:0005524;GO:0004004;GO:0003723;GO:0006406;GO:0015031;GO:0010501
isogroup32820	GO:0005783;GO:0005743;GO:0005739;GO:0005777;GO:0004092;GO:0005102;GO:0019254;GO:0006631;GO:0006810
isogroup38887	GO:0005887;GO:0005308;GO:0015129;GO:0015293;GO:1902598;GO:0035879
isogroup19732	GO:0010008;GO:0019894;GO:0007030;GO:0032418;GO:1903527;GO:0032880
isogroup02744	GO:0005829;GO:0070062;GO:0005634;GO:0004616;GO:0019521;GO:0055114;GO:0019322;GO:0006098;GO:0009051
isogroup21057	GO:0005913;GO:0005737;GO:0005829;GO:0005886;GO:0098641;GO:0005525;GO:0003924;GO:0044822;GO:0008135;GO:0003743;GO:0090630;GO:0001731;GO:0006446;GO:0006413
isogroup37747	
isogroup16094	GO:0015629;GO:0005737;GO:0031258;GO:0016363;GO:0032587;GO:0051015;GO:0030042;GO:0007010;GO:0022604
isogroup02265	GO:0005737;GO:0005634;GO:0019005;GO:0031625;GO:0007095;GO:0043066;GO:0046627;GO:0032007;GO:0016322;GO:0030163;GO:0016567;GO:0042787;GO:0010906
isogroup15512	GO:0022625;GO:0022626;GO:0005840;GO:0003735;GO:0051298;GO:0002181;GO:0006412
isogroup01563	GO:0005783;GO:0005789;GO:0070062;GO:0016021;GO:0043231;GO:0016020;GO:0005635;GO:0031090;GO:0004602;GO:0004364;GO:0004601;GO:1901687;GO:0006629;GO:0010243;GO:0007165;GO:0006805
isogroup12826	GO:0016021;GO:0005741;GO:0046982;GO:0042803;GO:0097192;GO:0008630;GO:0042981
isogroup35476	GO:0000791;GO:0000792;GO:0000790;GO:0005720;GO:0016363;GO:0005634;GO:0005657;GO:0000987;GO:0044729;GO:0042393;GO:0042802;GO:0008327;GO:0035064;GO:0031493;GO:0003700;GO:0061630;GO:0004842;GO:0008270;GO:0007049;GO:0008283;GO:0006281;GO:0010390;GO:0016574;GO:0010216;GO:0000122;GO:0032270;GO:2000373;GO:0045944;GO:0051865;GO:0042787;GO:0090308;GO:0006351
isogroup30042	GO:0071013;GO:0005662;GO:0016020;GO:0016607;GO:0005730;GO:0005634;GO:0048471;GO:0032993;GO:0000974;GO:0003677;GO:0043522;GO:0044822;GO:0019901;GO:0008157;GO:0001222;GO:0071987;GO:0044344;GO:0071352;GO:1990090;GO:1990646;GO:1904568;GO:0006281;GO:0000086;GO:0000278;GO:0006397;GO:0006355;GO:0008380;GO:0072422;GO:0006351
isogroup08414	GO:0005654;GO:0000126;GO:0008270;GO:0045945;GO:0009303;GO:0006383;GO:0006384;GO:0009304
isogroup10172	GO:0004519;GO:0046872;GO:0003964;GO:0006310
isogroup19139	GO:0009986;GO:0005905;GO:0030136;GO:0031410;GO:0030659;GO:0005829;GO:0030425;GO:0005769;GO:0005789;GO:0010008;GO:0005794;GO:0032580;GO:0016021;GO:0005765;GO:0043025;GO:0031965;GO:0048471;GO:0005886;GO:0030140;GO:0019899;GO:0048406;GO:0010465;GO:0030379;GO:0006897;GO:0008333;GO:0032509;GO:0008625;GO:0007186;GO:0046323;GO:0006895;GO:0007275;GO:0014902;GO:0045599;GO:0051005;GO:0007218;GO:0048011;GO:0001503;GO:0048227;GO:1904037;GO:0010468;GO:0032868;GO:0016050
isogroup32828	GO:0016021;GO:0015293
isogroup04883	GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0004004;GO:0030331;GO:0044822;GO:0003713;GO:0072358;GO:0033148;GO:0045944;GO:0045893;GO:0009791;GO:2001014;GO:0010501;GO:0006351
isogroup04944	GO:0043005;GO:0043025;GO:0043204;GO:0003729;GO:0032880
isogroup08621	GO:0005737;GO:0022625;GO:0022626;GO:0043025;GO:0005840;GO:0003735;GO:0051298;GO:0051297;GO:0002181;GO:0000027;GO:0019233;GO:0006412
isogroup06747	GO:0005829;GO:0022625;GO:0030687;GO:0070180;GO:0003735;GO:0002181;GO:0002182
isogroup07198	GO:0005840;GO:0003735;GO:0006412
isogroup15289	GO:0045202;GO:0008306;GO:0007268;GO:0048172
isogroup08848	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup32733	GO:0005737;GO:0005634;GO:0000166;GO:0003723;GO:0006397
isogroup19447	GO:0005829;GO:0005615;GO:0001772;GO:0016020;GO:0005634;GO:0005504;GO:0005096;GO:0051879;GO:0019901;GO:0005094;GO:0017048;GO:0071260;GO:0071407;GO:0071461;GO:0030336;GO:0008360;GO:0032880;GO:0007266;GO:0071526
isogroup18945	GO:0005576;GO:0005794;GO:0005524;GO:0004715;GO:0004672;GO:0030282;GO:0030154;GO:0048566;GO:0035108;GO:0048286;GO:0035264;GO:0042997;GO:0060021;GO:0018108;GO:0030501;GO:0032332;GO:0015031;GO:0001501
isogroup29331	
isogroup30881	GO:0005813;GO:0000785;GO:0000942;GO:0005737;GO:0005829;GO:0000776;GO:0015630;GO:0030496;GO:0005730;GO:0005654;GO:0005634;GO:0005819;GO:0051233;GO:0000922;GO:0000795;GO:0010997;GO:0005524;GO:0016301;GO:0008017;GO:0004672;GO:0019901;GO:0004674;GO:0031145;GO:0008283;GO:0051297;GO:0000910;GO:0045184;GO:0016321;GO:0031572;GO:0000086;GO:0045143;GO:0001578;GO:0000281;GO:0007067;GO:0007077;GO:0000070;GO:0007094;GO:0043066;GO:0045736;GO:0000122;GO:0051081;GO:0018105;GO:0010800;GO:0032436;GO:1900182;GO:0045862;GO:1904668;GO:0051437;GO:0051443;GO:0031648;GO:0071168;GO:0090435;GO:0006468;GO:0016567;GO:0042787;GO:0051726;GO:1902749;GO:0007346;GO:0030071;GO:1901673;GO:0043393;GO:0051439;GO:0007062;GO:0070194
isogroup13185	GO:0005913;GO:0005737;GO:0034364;GO:0005634;GO:0005886;GO:0098641;GO:0008289;GO:0044822;GO:0008203;GO:0006869
isogroup05437	
isogroup03428	GO:0005737;GO:0035556;GO:0016567
isogroup19339	GO:0070062;GO:0005759;GO:0005739;GO:0003995;GO:0009055;GO:0000062;GO:0050660;GO:0016491;GO:0052890;GO:0033539;GO:0055088;GO:0022904
isogroup01557	GO:0005737;GO:0043186;GO:0045495;GO:0007349;GO:0009880;GO:0007315;GO:0019233
isogroup12838	GO:0015935;GO:0003723;GO:0003735;GO:0006412
isogroup00540	GO:0005737;GO:0031867;GO:0008134;GO:0004842;GO:0050728;GO:0043407;GO:0051438
isogroup05434	GO:0031429;GO:0034513;GO:0060216;GO:0006364;GO:0000454
isogroup10926	GO:1990130;GO:0005773;GO:0005096;GO:0004672;GO:0034198;GO:0006995;GO:0033673;GO:0032007;GO:0010508;GO:2000785
isogroup24607	GO:0005694;GO:0005634;GO:0003677;GO:0006281;GO:0006355;GO:0006351
isogroup20610	GO:0005783;GO:0005789;GO:0030176;GO:0016831;GO:0030170;GO:0008117;GO:0008209;GO:0097190;GO:0006672;GO:0008210;GO:0060325;GO:0006631;GO:0010761;GO:0030097;GO:0001822;GO:0033327;GO:0001553;GO:0060021;GO:0048008;GO:0009791;GO:0040014;GO:0048705;GO:0007283;GO:0030148;GO:0030149;GO:0001570
isogroup35757	GO:0000139;GO:0016021;GO:0050656;GO:0050659;GO:0030206;GO:0019319
isogroup08504	GO:0009986;GO:0012505;GO:0005783;GO:0005788;GO:0005811;GO:0003756;GO:0045454;GO:0006909;GO:2000427;GO:0006457;GO:0034976;GO:0030431
isogroup05922	GO:0005813;GO:0097542;GO:0005929;GO:0031410;GO:0030992;GO:0031514;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0007507;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944
isogroup32663	GO:0005813;GO:0005737;GO:0009898;GO:0005829;GO:0070062;GO:0043231;GO:0016020;GO:0005815;GO:0005536;GO:0004345;GO:0042802;GO:0050661;GO:0042803;GO:0001998;GO:0002033;GO:0034599;GO:0006695;GO:0001816;GO:0048821;GO:0043249;GO:0051156;GO:0006006;GO:0006749;GO:0032613;GO:0032615;GO:0006741;GO:0006739;GO:0006740;GO:0010734;GO:0055114;GO:0019322;GO:0006098;GO:0009051;GO:0040014;GO:0006979;GO:0046390
isogroup02177	GO:0005840;GO:0008097;GO:0003735;GO:0006412
isogroup11301	GO:0005737;GO:0005829;GO:0005730;GO:0005654;GO:0005634;GO:0050681;GO:0030331;GO:0042054;GO:0008469;GO:0042975;GO:0033142;GO:0042803;GO:0016274;GO:0035242;GO:0042974;GO:0004871;GO:0046966;GO:0003713;GO:0048588;GO:0016571;GO:2000134;GO:0032088;GO:0045892;GO:0043065;GO:0045893;GO:0006479;GO:0060765;GO:0007165
isogroup06924	GO:0043231;GO:0009982;GO:0003723;GO:0031119
isogroup06299	GO:0031307;GO:0016020;GO:0005743;GO:0005741;GO:0005739;GO:0004095;GO:1990698;GO:0009437;GO:0006853;GO:0071398;GO:0007623;GO:0042755;GO:0030855;GO:0006635;GO:0006006;GO:0001676;GO:0032000;GO:0051260;GO:0050796;GO:0042493;GO:0014070;GO:0006641
isogroup04085	GO:0005666;GO:0000790;GO:0005634;GO:0003682;GO:0003677;GO:0003899;GO:0051607;GO:0045087;GO:0045089;GO:0032728;GO:0006383
isogroup07490	GO:0005737;GO:0030425;GO:0005769;GO:0005794;GO:0008270;GO:0015031
isogroup35699	GO:0005737;GO:0005634;GO:0003676;GO:0000166;GO:0003723;GO:0000398
isogroup11455	GO:0005737;GO:0005634;GO:1990592
isogroup04065	GO:0005829;GO:0005634;GO:0003677;GO:0012501
isogroup13193	GO:0016021
isogroup22098	GO:0016021;GO:0005886;GO:0048185;GO:0005524;GO:0034711;GO:0046872;GO:0004702;GO:0004675;GO:0006468;GO:0019953
isogroup39186	GO:0005764;GO:0008234;GO:0030154;GO:0007275
isogroup05301	GO:0005737;GO:0005759;GO:0005739;GO:0043023;GO:0070130;GO:0090071;GO:0042273
isogroup06900	GO:0016021;GO:0005743;GO:0070469;GO:0005507;GO:0004129;GO:0022900
