gene,pval
isogroup11463,-4.447449412
isogroup37669,-1.273738081
isogroup08012,-1.375778773
isogroup05631,-6.967851522
isogroup02553,-1.645642019
isogroup10730,-1.227891755
isogroup03035,-5.572521563
isogroup09610,-1.348936794
isogroup08267,-3.044549002
isogroup07107,-1.322744518
isogroup07277,-1.323985524
isogroup32858,-1.216138576
isogroup04882,-4.893089814
isogroup14478,-2.990612913
isogroup05514,-1.213749279
isogroup33665,-1.325102528
isogroup22554,-1.669835802
isogroup20169,-2.999071081
isogroup03011,-1.647732009
isogroup08510,-4.51303697
isogroup35366,-1.192172753
isogroup25312,-3.698045649
isogroup01018,-3.885045376
isogroup16930,-1.44290368
isogroup31117,-1.991218709
isogroup07615,-1.189114408
isogroup22189,-1.581918948
isogroup27958,-3.850982489
isogroup30168,-1.1836739
isogroup03880,-2.306991303
isogroup06936,-3.563411953
isogroup10246,-1.826639018
isogroup38470,-5.057269483
isogroup00077,-1.236218668
isogroup20265,-1.21167991
isogroup14748,-1.261279971
isogroup26788,-1.586759029
isogroup00095,-1.893325872
isogroup11544,-1.19008197
isogroup04832,-1.170970092
isogroup23740,-3.730672283
isogroup06894,-1.223472915
isogroup09004,-1.269830059
isogroup32440,-5.539398211
isogroup05976,-5.943571186
isogroup01567,-1.228321056
isogroup09536,-1.204394383
isogroup29707,-1.157625129
isogroup14840,-6.889457331
isogroup11586,-6.451161785
isogroup04742,-6.57587529
isogroup02166,-1.624803614
isogroup15692,-1.454109884
isogroup21280,-1.221029795
isogroup09165,-4.18855784
isogroup08621,-3.082426086
isogroup04600,-1.213113527
isogroup13085,-2.333311763
isogroup02339,-1.153434547
isogroup06391,-1.583223959
isogroup09361,-1.375511353
isogroup00268,-1.231918785
isogroup20651,-2.336609801
isogroup08173,-2.820159864
isogroup02054,-1.189949477
isogroup24885,-1.313637247
isogroup28643,-2.18089436
isogroup07688,-2.564158025
isogroup04956,-1.168445841
isogroup31812,-1.168398817
isogroup03183,-1.143651631
isogroup15773,-1.299437189
isogroup03408,-5.907758777
isogroup30201,-1.371174393
isogroup09695,-1.274452818
isogroup23850,-1.141357142
isogroup11546,-1.131572726
isogroup04786,-7.120102021
isogroup18316,-5.284288927
isogroup05283,-5.091468099
isogroup05309,-3.445967053
isogroup12788,-1.236022101
isogroup34222,-1.305071477
isogroup26234,-1.21840616
isogroup10715,-1.128981718
isogroup13006,-6.413050455
isogroup00973,-1.169536687
isogroup06431,-1.971618726
isogroup15482,-4.554477581
isogroup27529,-1.293630837
isogroup11271,-1.264419689
isogroup05455,-1.174912384
isogroup10745,-4.49191667
isogroup13705,-1.307988926
isogroup22220,-1.116998846
isogroup37724,-1.351342188
isogroup25655,-1.194959635
isogroup13645,-5.823747933
isogroup00883,-1.25681802
isogroup25224,-1.232108606
isogroup00776,-1.116924105
isogroup03433,-1.318672425
isogroup12931,-1.15674644
isogroup04994,-3.020248961
isogroup00977,-1.115311459
isogroup03251,-2.11471321
isogroup03846,-1.451386729
isogroup00763,-1.817745444
isogroup05199,-1.125145715
isogroup08892,-2.921763327
isogroup19570,-1.136187054
isogroup27361,-1.257495432
isogroup13792,-1.101637347
isogroup22941,-1.17156118
isogroup34160,-1.344200659
isogroup34416,-1.155358816
isogroup03976,-1.783405216
isogroup15987,-1.11048918
isogroup01779,-1.477957265
isogroup06272,-1.126581374
isogroup05497,-1.20399219
isogroup01124,-1.094906907
isogroup21946,-1.263585629
isogroup27169,-1.092185204
isogroup23285,-1.482858896
isogroup28265,-1.129522365
isogroup17507,-1.125146265
isogroup19537,-1.417412523
isogroup39619,-3.1509552
isogroup34913,-1.086296001
isogroup00467,-1.272557214
isogroup12511,-1.260030343
isogroup15739,-1.107105153
isogroup10660,-2.29609729
isogroup17005,-1.779568822
isogroup28500,-2.004381545
isogroup06375,-1.080563651
isogroup03325,-1.143738747
isogroup25090,-4.005645503
isogroup22632,-1.483941023
isogroup16325,-1.215046648
isogroup11588,-1.601174322
isogroup06638,-1.428754907
isogroup05960,-1.103951659
isogroup02056,-1.152488278
isogroup17118,-1.191918906
isogroup38956,-1.206150186
isogroup02177,-6.28683982
isogroup19779,-1.533928287
isogroup16638,-1.454142918
isogroup08520,-2.094246017
isogroup16147,-1.073225419
isogroup03907,-1.178042167
isogroup08209,-1.065204459
isogroup08633,-1.515273582
isogroup06490,-1.080352281
isogroup38403,-1.195823849
isogroup08694,-1.684423613
isogroup19165,-1.099722696
isogroup18233,-1.061175074
isogroup16801,-1.422294764
isogroup31269,-1.273009384
isogroup08948,-1.206939656
isogroup08819,-1.352457484
isogroup03743,-2.219830349
isogroup19745,-1.176234535
isogroup32566,-1.064453605
isogroup01237,-2.367195868
isogroup04233,-3.581690121
isogroup04271,-5.634173725
isogroup38163,-6.547484679
isogroup02407,-3.852949372
isogroup13172,-1.062402411
isogroup23434,-1.20772733
isogroup00284,-1.785167064
isogroup15893,-1.055464201
isogroup03394,-3.23535524
isogroup03034,-2.797369202
isogroup28756,-1.052743924
isogroup11609,-1.380971431
isogroup09161,-1.099797112
isogroup22230,-1.04073076
isogroup18063,-2.843085636
isogroup14352,-1.134769409
isogroup36491,-1.103394325
isogroup04718,-1.030922904
isogroup11922,-2.744798528
isogroup19160,-1.036033356
isogroup05308,-1.227674221
isogroup32354,-1.732720955
isogroup10158,-1.081537827
isogroup00534,-1.019827262
isogroup08060,-1.082572193
isogroup11377,-1.049173756
isogroup22287,-1.299938408
isogroup21060,-2.41929335
isogroup18814,-2.692779305
isogroup00549,-1.176992095
isogroup01753,-1.190146062
isogroup06422,-1.274403184
isogroup14817,-1.093210452
isogroup06757,-1.088982083
isogroup12767,-1.216044329
isogroup01064,-1.094191316
isogroup38797,-1.685241805
isogroup07295,-1.005034971
isogroup09374,-6.506588217
isogroup07721,-1.119704054
isogroup09740,-1.042372457
isogroup11309,-1.024294294
isogroup20396,-0.995874538
isogroup28837,-1.087955439
isogroup10187,-1.644329932
isogroup01397,-1.535899579
isogroup03195,-1.578857775
isogroup25642,-1.22466985
isogroup04804,-1.097825815
isogroup18880,-0.989678122
isogroup03500,-1.168044769
isogroup09095,-2.907411802
isogroup21084,-1.149632554
isogroup23707,-1.755963095
isogroup08105,-1.165887739
isogroup08247,-0.983808336
isogroup36926,-0.990352633
isogroup05771,-0.998486463
isogroup33549,-0.999135677
isogroup03351,-4.562096103
isogroup10192,-0.980504741
isogroup01491,-1.177644906
isogroup11350,-0.997371244
isogroup09523,-0.989288844
isogroup07182,-0.995492342
isogroup06641,-1.630965538
isogroup16669,-0.979984093
isogroup01202,-0.979115885
isogroup18607,-2.123678459
isogroup09754,-0.981262979
isogroup21772,-1.563962927
isogroup03597,-1.157305715
isogroup08099,-1.258564583
isogroup05624,-1.071334463
isogroup23251,-5.538624883
isogroup11556,-0.966810637
isogroup11853,-1.153049067
isogroup31636,-0.988867314
isogroup30864,-1.116097822
isogroup18539,-0.966110475
isogroup04880,-1.090641692
isogroup11487,-3.497648585
isogroup07784,-0.997276234
isogroup27742,-0.963694298
isogroup10709,-0.976260459
isogroup02440,-1.254106439
isogroup08282,-1.075397603
isogroup19004,-1.33808393
isogroup00213,-1.456308328
isogroup23246,-1.608289373
isogroup21779,-0.955539551
isogroup03945,-1.340420232
isogroup13455,-4.957555184
isogroup02621,-1.07515654
isogroup00129,-5.205018346
isogroup09633,-0.970880472
isogroup20665,-1.052045551
isogroup08172,-0.971640303
isogroup07435,-1.317299555
isogroup29559,-1.583212368
isogroup08371,-2.79721645
isogroup04590,-1.081448626
isogroup04266,-5.641906406
isogroup09736,-1.067295953
isogroup02033,-1.054709745
isogroup01190,-2.936059242
isogroup09542,-0.98973458
isogroup07554,-0.966103517
isogroup39083,-4.064633329
isogroup07957,-0.953189759
isogroup05942,-1.057251429
isogroup16125,-4.487160123
isogroup28924,-0.993336182
isogroup01799,-0.95670632
isogroup18033,-1.748004168
isogroup05802,-0.94249778
isogroup12488,-5.849654759
isogroup01594,-1.653379213
isogroup04175,-1.043972643
isogroup34642,-1.028544808
isogroup09439,-1.141762221
isogroup11075,-1.164488213
isogroup21916,-0.947667935
isogroup36060,-0.954083898
isogroup26254,-1.034232024
isogroup04908,-1.663468028
isogroup12078,-0.933759286
isogroup15019,-1.235129397
isogroup00708,-0.942548486
isogroup03715,-3.665207825
isogroup08135,-1.209493427
isogroup12263,-0.97942577
isogroup10571,-5.364785997
isogroup13769,-1.017141619
isogroup06970,-1.030395899
isogroup03106,-1.123277854
isogroup25153,-0.964995515
isogroup31622,-0.996423063
isogroup20161,-1.762338675
isogroup07932,-0.924311472
isogroup19120,-0.970776138
isogroup23631,-0.9927333
isogroup24172,-0.943190383
isogroup01678,-3.478611758
isogroup05759,-1.17340589
isogroup15848,-0.922429911
isogroup35773,-1.076167514
isogroup06371,-5.529969432
isogroup06248,-5.396813294
isogroup35214,-1.325782707
isogroup08751,-1.573725353
isogroup29777,-1.349589573
isogroup12505,-1.10193879
isogroup25802,-1.076359271
isogroup13682,-1.852412859
isogroup00854,-0.937051057
isogroup06285,-3.612263296
isogroup09193,-0.974774923
isogroup13226,-0.996714058
isogroup22492,-1.749065341
isogroup34681,-1.074055032
isogroup32210,-3.109036621
isogroup32515,-0.99724551
isogroup13729,-0.913913353
isogroup21030,-1.76536526
isogroup26228,-1.016745779
isogroup10992,-1.003086133
isogroup27276,-0.911901195
isogroup03612,-0.907971818
isogroup16482,-0.966540075
isogroup19794,-0.916275843
isogroup10408,-1.013874587
isogroup06642,-1.588794957
isogroup03632,-2.721183742
isogroup10370,-0.918685881
isogroup32737,-1.078036911
isogroup27863,-1.765863525
isogroup04005,-4.339541182
isogroup07835,-0.959730654
isogroup19513,-1.302716012
isogroup03655,-0.984572081
isogroup21251,-0.970296386
isogroup16388,-0.982431835
isogroup24872,-1.380497861
isogroup23612,-0.911209059
isogroup17822,-0.897548162
isogroup09254,-1.026851084
isogroup08737,-1.441334395
isogroup34969,-1.074621338
isogroup18105,-1.442432703
isogroup12945,-0.921957801
isogroup02789,-0.912834598
isogroup15567,-0.902112883
isogroup14720,-0.890267972
isogroup04359,-0.893203699
isogroup01154,-1.964651547
isogroup22891,-0.962040005
isogroup00838,-3.254226929
isogroup15299,-2.079038554
isogroup25189,-1.030783193
isogroup04721,-3.107530013
isogroup03581,-1.627540856
isogroup15331,-1.211102342
isogroup23473,-1.747911381
isogroup03223,-0.97050057
isogroup10310,-0.893959787
isogroup02793,-4.725706023
isogroup01040,-1.984647824
isogroup23420,-0.939191542
isogroup09071,-1.296456534
isogroup23451,-1.088941832
isogroup11047,-0.879932255
isogroup28858,-0.87875458
isogroup22564,-0.881023977
isogroup04047,-0.928129213
isogroup03471,-2.145624418
isogroup08705,-0.873972462
isogroup26886,-4.196068684
isogroup08597,-4.538409477
isogroup13088,-1.566289996
isogroup30121,-1.099186788
isogroup09601,-1.87419216
isogroup11214,-0.921490697
isogroup15157,-1.050481726
isogroup03988,-0.882167481
isogroup04492,-0.889054364
isogroup13881,-0.867516801
isogroup09745,-0.908993692
isogroup01721,-3.087950295
isogroup11139,-3.989639692
isogroup28926,-1.052809466
isogroup06150,-0.979506458
isogroup09163,-0.888326141
isogroup24605,-0.997570634
isogroup18670,-1.91249558
isogroup07432,-0.899147415
isogroup00238,-1.272638687
isogroup00127,-0.964669861
isogroup02427,-5.319270744
isogroup02075,-5.11701326
isogroup31119,-1.253409504
isogroup13928,-3.548243577
isogroup28663,-1.496629928
isogroup03587,-0.993555838
isogroup05616,-0.861120471
isogroup25449,-3.916221077
isogroup07936,-0.865890713
isogroup04763,-0.921861644
isogroup04061,-1.527702314
isogroup22942,-0.859789642
isogroup11866,-0.955897546
isogroup03181,-1.337772342
isogroup25548,-3.848764493
isogroup07392,-2.284454779
isogroup09583,-0.859424849
isogroup23563,-1.183256849
isogroup30255,-4.639330565
isogroup32488,-0.874573632
isogroup23536,-0.972906807
isogroup08208,-5.246393817
isogroup06123,-1.101519754
isogroup16043,-0.901489356
isogroup08314,-1.087692819
isogroup02903,-4.544144664
isogroup14279,-0.905965338
isogroup03032,-0.87899557
isogroup24142,-0.851565158
isogroup13753,-4.065847744
isogroup23211,-4.713847934
isogroup13521,-1.171983871
isogroup24599,-1.11267982
isogroup01705,-3.569170408
isogroup28923,-1.158214924
isogroup22612,-1.285879293
isogroup25137,-1.082662688
isogroup04281,-1.380792568
isogroup00190,-0.86704618
isogroup34040,-1.53010739
isogroup31014,-4.34264272
isogroup23110,-0.848292728
isogroup01169,-5.003848223
isogroup12352,-0.994874607
isogroup38270,-0.851380853
isogroup09171,-1.031137679
isogroup23364,-0.876938144
isogroup05165,-1.132931321
isogroup07284,-0.918202488
isogroup10799,-3.225055154
isogroup25169,-1.29791186
isogroup03923,-0.944551176
isogroup28224,-3.419565283
isogroup24240,-0.83829554
isogroup35362,-0.861823285
isogroup36544,-0.848185203
isogroup01231,-1.858858418
isogroup17134,-0.843580319
isogroup20755,-3.88164409
isogroup00110,-1.725575884
isogroup18528,-0.913504946
isogroup07931,-0.844927518
isogroup26673,-0.867279095
isogroup10112,-0.883620043
isogroup02088,-0.918876979
isogroup01816,-3.796013153
isogroup35342,-0.972398537
isogroup18195,-1.322232059
isogroup10015,-0.858142607
isogroup06463,-0.869533598
isogroup08345,-0.855051805
isogroup38271,-0.933726545
isogroup00992,-0.929717449
isogroup37816,-0.862871646
isogroup06048,-0.970510376
isogroup18925,-0.843717764
isogroup23620,-3.562056065
isogroup05521,-0.931206609
isogroup01061,-0.998524652
isogroup04170,-4.443508018
isogroup02592,-1.095304576
isogroup01442,-1.44936096
isogroup16874,-0.828773039
isogroup04912,-2.77099165
isogroup31066,-0.912919909
isogroup04388,-0.989513574
isogroup08876,-0.827653387
isogroup28995,-0.825173768
isogroup03124,-0.890285932
isogroup12821,-1.155011734
isogroup07348,-3.302272416
isogroup31457,-4.788458109
isogroup08109,-0.82862147
isogroup07820,-1.731890198
isogroup16345,-3.076534402
isogroup05243,-0.953374741
isogroup33749,-0.825409717
isogroup01425,-3.868255978
isogroup08110,-0.89910724
isogroup01253,-2.222744473
isogroup01760,-1.671722761
isogroup10643,-1.420355141
isogroup25302,-3.993452806
isogroup37987,-1.515512461
isogroup28215,-2.810995017
isogroup00699,-0.845702811
isogroup20984,-0.865562581
isogroup02614,-0.867491371
isogroup24688,-1.833475817
isogroup02955,-1.827216699
isogroup06592,-2.648193535
isogroup07955,-1.314376863
isogroup02771,-4.415447004
isogroup07633,-0.809410772
isogroup25643,-2.085170515
isogroup09667,-0.93454461
isogroup00991,-1.142286151
isogroup21447,-1.270017549
isogroup06182,-0.858326827
isogroup02957,-1.023637482
isogroup37577,-0.850222583
isogroup03737,-4.15283525
isogroup27840,-0.827888969
isogroup29770,-2.911823474
isogroup11698,-0.876997993
isogroup04121,-1.14364401
isogroup35514,-0.836738333
isogroup17155,-0.803528951
isogroup32137,-1.036469835
isogroup01725,-1.590544094
isogroup16767,-0.801460715
isogroup15481,-0.936567889
isogroup05780,-1.246506675
isogroup28627,-0.967227257
isogroup23548,-0.840461768
isogroup02959,-1.252190476
isogroup08512,-0.7981879
isogroup03002,-0.868486234
isogroup30792,-0.998819625
isogroup08189,-0.871093543
isogroup16617,-5.018202278
isogroup12885,-0.797760452
isogroup00333,-1.52790556
isogroup24903,-0.828937286
isogroup02230,-1.099631457
isogroup00969,-1.456532697
isogroup11465,-3.006479221
isogroup06067,-0.957533608
isogroup01977,-1.140017007
isogroup03107,-1.649606274
isogroup00013,-0.869870167
isogroup20488,-2.153020146
isogroup34745,-0.7918738
isogroup25088,-2.128147883
isogroup12172,-0.793377112
isogroup09570,-0.814373245
isogroup03982,-0.887596344
isogroup22282,-0.854835452
isogroup05038,-0.828161357
isogroup18686,-1.057280625
isogroup17638,-0.796794682
isogroup03081,-3.423678991
isogroup21396,-0.796362619
isogroup23782,-1.053255195
isogroup37643,-3.337179617
isogroup15512,-4.914122974
isogroup16685,-0.795158447
isogroup31624,-2.001470137
isogroup34221,-0.875976164
isogroup30096,-0.838146347
isogroup25544,-1.098454429
isogroup21519,-0.798628205
isogroup21048,-2.370704524
isogroup04687,-0.789296345
isogroup11022,-0.800799927
isogroup23236,-0.793685753
isogroup04206,-2.051496301
isogroup32778,-2.223516162
isogroup35627,-1.389613066
isogroup20522,-0.785298968
isogroup03438,-3.606680103
isogroup04011,-1.849112596
isogroup29772,-0.936673638
isogroup02306,-0.780532832
isogroup05987,-0.823543088
isogroup22871,-1.184205397
isogroup20144,-1.391610422
isogroup14439,-0.8177515
isogroup24646,-0.998685262
isogroup05763,-0.933189406
isogroup04275,-1.282446999
isogroup14571,-0.776337395
isogroup05125,-4.438820068
isogroup37838,-0.844993422
isogroup00891,-0.774143346
isogroup04922,-0.773626097
isogroup01521,-1.875821783
isogroup03456,-0.87630693
isogroup05224,-0.8262545
isogroup04127,-1.190954041
isogroup01054,-1.617295023
isogroup13551,-1.02909466
isogroup02057,-0.796068607
isogroup14550,-0.799142492
isogroup28980,-0.851529786
isogroup10368,-0.786847484
isogroup05503,-0.791729588
isogroup01672,-4.342543161
isogroup14360,-0.7712473
isogroup01529,-0.819896932
isogroup03671,-2.367049391
isogroup11734,-0.892124732
isogroup03942,-3.577536149
isogroup13004,-0.773665028
isogroup07509,-0.795231251
isogroup16903,-0.86312061
isogroup03506,-0.771566342
isogroup20022,-0.921383962
isogroup06130,-0.857681451
isogroup04161,-0.768309354
isogroup16361,-4.029071792
isogroup07622,-4.358564163
isogroup02998,-0.96491724
isogroup02796,-0.973364659
isogroup01416,-0.776784619
isogroup01505,-0.820409589
isogroup27819,-4.54581358
isogroup02381,-3.781833013
isogroup02662,-1.820077501
isogroup07864,-0.834499906
isogroup10898,-0.770605271
isogroup02052,-0.922883579
isogroup19034,-0.967367715
isogroup03975,-0.757873874
isogroup01751,-0.763372294
isogroup25286,-0.794536552
isogroup10225,-0.787843046
isogroup07640,-1.036603565
isogroup02074,-1.231262858
isogroup30552,-0.778637777
isogroup03533,-1.118573087
isogroup15075,-2.674849303
isogroup16677,-1.662444002
isogroup36356,-0.773137361
isogroup06043,-0.827502811
isogroup10887,-1.140981867
isogroup01747,-1.002452083
isogroup22959,-0.955638838
isogroup05683,-0.768061284
isogroup04971,-1.639823314
isogroup15069,-1.32429579
isogroup00176,-5.001452712
isogroup03355,-0.753994131
isogroup14799,-0.829817705
isogroup13516,-1.425804071
isogroup24946,-0.75981083
isogroup04060,-1.203942581
isogroup02431,-0.827261151
isogroup38252,-0.958945252
isogroup00060,-1.629761008
isogroup03395,-2.331191106
isogroup13235,-0.832269877
isogroup00345,-1.754010526
isogroup05761,-1.789228153
isogroup08123,-3.662278947
isogroup24821,-0.932833573
isogroup14849,-2.712992779
isogroup33605,-0.753402809
isogroup01771,-2.304608741
isogroup13630,-2.34181461
isogroup07814,-0.771816265
isogroup03420,-1.4063552
isogroup04751,-3.799578068
isogroup00011,-2.884193347
isogroup28115,-0.867818715
isogroup05398,-0.981176908
isogroup31904,-0.775282981
isogroup01401,-0.948519929
isogroup34050,-1.069568542
isogroup03444,-1.295986699
isogroup15153,-1.287756522
isogroup01813,-5.590860747
isogroup26623,-0.745440093
isogroup07616,-3.897821382
isogroup15031,-0.745966136
isogroup13964,-2.33935405
isogroup08146,-4.194397231
isogroup04632,-1.656283452
isogroup03275,-3.656144213
isogroup22690,-0.784101382
isogroup23565,-0.788673858
isogroup38402,-0.842249886
isogroup36681,-1.101976303
isogroup01278,-3.254226077
isogroup38715,-3.276635565
isogroup04115,-1.055624135
isogroup04980,-3.318345422
isogroup02835,-3.810424756
isogroup00178,-4.053144309
isogroup06425,-0.861796458
isogroup21193,-0.850902269
isogroup02856,-1.119528842
isogroup32326,-0.732162906
