gene,pval
isogroup23678,-0.194158318
isogroup26623,-0.170894512
isogroup01820,-0.202321043
isogroup00763,-0.252410344
isogroup28556,-0.188836509
isogroup28178,-0.502744421
isogroup35489,-0.177383033
isogroup26653,-0.22256043
isogroup00648,-0.177818471
isogroup28210,-0.221606317
isogroup23792,-0.170426229
isogroup03393,-0.206520335
isogroup03341,-0.194667111
isogroup20176,-0.170713877
isogroup09095,-0.392875246
isogroup17084,-0.175952112
isogroup04510,-0.298694347
isogroup07248,-0.170923111
isogroup16042,-0.204380796
isogroup11148,-0.440911105
isogroup29385,-0.199051941
isogroup08491,-0.2918104
isogroup33034,-0.287204366
isogroup16168,-0.189039695
isogroup23901,-0.193436943
isogroup28837,-0.181611807
isogroup16134,-0.280137371
isogroup10672,-0.309764811
isogroup20237,-0.334047523
isogroup34050,-0.222679038
isogroup20784,-0.330740571
isogroup35897,-0.244075187
isogroup08275,-0.519410645
isogroup03519,-0.23480517
isogroup06784,-0.22965595
isogroup02440,-0.2024202
isogroup23774,-0.167495424
isogroup05393,-0.180544465
isogroup06938,-0.202067189
isogroup22398,-0.167062757
isogroup23279,-0.218292047
isogroup07645,-0.166978592
isogroup01678,-0.47243442
isogroup04550,-0.287655444
isogroup25428,-0.276252171
isogroup30172,-0.250219379
isogroup39465,-0.206460957
isogroup12155,-0.508242396
isogroup08277,-0.200572042
isogroup03175,-0.191980805
isogroup06853,-0.252055467
isogroup05817,-0.350457782
isogroup03937,-0.17074882
isogroup00303,-0.172389843
isogroup25239,-0.177027741
isogroup14841,-0.182420516
isogroup14494,-0.274427459
isogroup29528,-0.194200341
isogroup18719,-0.233205522
isogroup11138,-0.31548985
isogroup28263,-0.167161164
isogroup06362,-0.362758171
isogroup00248,-0.387243833
isogroup04850,-0.16909587
isogroup06907,-0.167687593
isogroup21982,-0.172307459
isogroup10271,-0.258569242
isogroup06311,-0.171547657
isogroup10112,-0.174309403
isogroup19106,-0.187351893
isogroup04896,-0.216874748
isogroup25184,-0.438465578
isogroup25345,-0.232198127
isogroup18132,-0.16742842
isogroup09385,-0.167005358
isogroup29140,-0.199780146
isogroup07659,-0.165275468
isogroup35992,-0.316425255
isogroup33540,-0.270297569
isogroup15343,-0.187937569
isogroup26779,-0.204459037
isogroup13917,-0.572883934
isogroup14764,-0.176564564
isogroup30292,-0.363542853
isogroup01470,-0.183869052
isogroup02865,-0.5392051
isogroup11444,-0.294640544
isogroup15221,-0.30768066
isogroup19889,-0.212545258
isogroup12176,-0.171208365
isogroup14033,-0.185932837
isogroup28105,-0.176653988
isogroup04492,-0.168243704
isogroup04538,-0.169546085
isogroup16262,-0.197191358
isogroup04573,-0.277875469
isogroup00706,-0.164326066
isogroup11870,-0.178952044
isogroup00222,-0.238275094
isogroup11170,-0.411380185
isogroup03561,-0.172418941
isogroup09302,-0.16529197
isogroup15904,-0.233362623
isogroup04652,-0.267653605
isogroup09728,-0.1661345
isogroup01143,-0.255847416
isogroup09060,-0.189872144
isogroup05516,-0.164430846
isogroup11465,-0.466600313
isogroup02425,-0.206031423
isogroup14954,-0.205025937
isogroup07435,-0.213700151
isogroup14351,-0.338610839
isogroup08858,-0.298295348
isogroup03143,-0.186781464
isogroup32613,-0.198746818
isogroup32367,-0.385699177
isogroup01305,-0.218968968
isogroup17305,-0.240978469
isogroup06764,-0.169749959
isogroup13147,-0.172301584
isogroup22058,-0.176609602
isogroup06660,-0.170574683
isogroup03377,-0.3300836
isogroup05238,-0.224590191
isogroup06773,-0.182476764
isogroup06342,-0.262665143
isogroup09307,-0.164132839
isogroup12577,-0.174488381
isogroup24465,-0.203146444
isogroup29086,-0.209481397
isogroup08853,-0.168385532
isogroup05987,-0.170343246
isogroup23822,-0.180186275
isogroup29024,-0.246351138
isogroup18278,-0.166971223
isogroup02698,-0.178634858
isogroup01315,-0.285354615
isogroup01846,-0.16467518
isogroup25251,-0.164387962
isogroup34065,-0.222208174
isogroup01490,-0.333412408
isogroup32103,-0.174783923
isogroup00079,-0.289618128
isogroup06540,-0.221504809
isogroup04006,-0.168306683
isogroup01972,-0.57065915
isogroup37452,-0.3346046
isogroup16449,-0.160915422
isogroup24720,-0.162306248
isogroup19323,-0.164864854
isogroup03562,-0.182845292
isogroup05051,-0.167389857
isogroup04545,-0.618631932
isogroup06396,-0.257561823
isogroup03172,-0.350407869
isogroup32070,-0.230960825
isogroup31920,-0.161129439
isogroup25399,-0.18937486
isogroup06227,-0.207248637
isogroup00683,-0.162377587
isogroup36982,-0.172350371
isogroup34603,-0.44655396
isogroup18716,-0.478209295
isogroup32971,-0.478209295
isogroup25259,-0.195610492
isogroup14429,-0.477939244
isogroup08684,-0.311124956
isogroup14947,-0.20533208
isogroup09252,-0.193243937
isogroup13928,-0.479472505
isogroup24316,-0.193065645
isogroup03123,-0.191759542
isogroup16853,-0.179661308
isogroup05607,-0.223001184
isogroup16240,-0.259293829
isogroup28156,-0.168323688
isogroup23906,-0.161752292
isogroup30980,-0.160208182
isogroup13086,-0.158927147
isogroup05572,-0.167488674
isogroup20821,-0.220663032
isogroup28949,-0.207376979
isogroup11572,-0.159060785
isogroup24755,-0.347796766
isogroup24012,-0.164263585
isogroup01073,-0.1583382
isogroup03918,-0.328105168
isogroup15873,-0.229639892
isogroup00127,-0.170890865
isogroup24414,-0.175003168
isogroup09891,-0.172144437
isogroup08941,-0.201799282
isogroup00570,-0.205735027
isogroup15413,-0.409219938
isogroup06131,-0.157406814
isogroup26295,-0.188857027
isogroup12470,-0.163014151
isogroup19617,-0.410078676
isogroup00516,-0.225348113
isogroup00266,-0.183059095
isogroup07936,-0.158475269
isogroup23530,-0.160339282
isogroup06767,-0.196193668
isogroup00389,-0.177612942
isogroup31738,-0.341920176
isogroup03820,-0.206258605
isogroup21717,-0.203307489
isogroup13224,-0.183568823
isogroup07683,-0.157900841
isogroup03965,-0.344905717
isogroup00150,-0.180702016
isogroup28470,-0.171305819
isogroup11948,-0.165828599
isogroup16952,-0.180778651
isogroup31902,-0.165181483
isogroup08376,-0.386793841
isogroup00397,-0.248740627
isogroup04871,-0.737302179
isogroup11419,-0.737302179
isogroup14109,-0.737302179
isogroup14703,-0.737302179
isogroup17379,-0.737302179
isogroup18030,-0.737302179
isogroup27149,-0.737302179
isogroup29571,-0.737302179
isogroup36799,-0.249959321
isogroup29162,-0.514332411
isogroup29765,-0.514332411
isogroup00829,-0.186264805
isogroup32245,-0.514124521
isogroup09944,-0.208760753
isogroup07752,-0.156147546
isogroup36246,-0.51951512
isogroup12816,-0.177441398
isogroup10749,-0.160056665
isogroup27938,-0.277781756
isogroup10886,-0.333351804
isogroup28710,-0.517681641
isogroup05176,-0.198763729
isogroup17676,-0.208825245
isogroup28531,-0.18617425
isogroup28810,-0.223518043
isogroup10496,-0.158376938
isogroup07866,-0.460138474
isogroup16424,-0.523031951
isogroup23940,-0.189664377
isogroup17715,-0.156842072
isogroup10458,-0.29095389
isogroup24493,-0.199556616
isogroup09515,-0.522818882
isogroup13926,-0.522818882
isogroup14577,-0.522818882
isogroup19955,-0.522818882
isogroup38511,-0.522818882
isogroup30035,-0.157000494
isogroup07382,-0.158125707
isogroup21310,-0.462520614
isogroup24921,-0.26406464
isogroup17948,-0.307047408
isogroup26090,-0.206824162
isogroup24409,-0.521656313
isogroup15131,-0.17360619
isogroup26749,-0.155286418
isogroup03923,-0.171794916
isogroup34519,-0.155226411
isogroup06270,-0.469835718
isogroup10781,-0.469835718
isogroup17952,-0.247486139
isogroup05278,-0.468629839
isogroup12376,-0.437149533
isogroup29309,-0.472274627
isogroup12340,-0.304893394
isogroup06739,-0.23499575
isogroup31852,-0.166114234
isogroup35231,-0.205912632
isogroup01720,-0.155081639
isogroup38915,-0.160967648
isogroup04809,-0.183703179
isogroup01290,-0.162915882
isogroup21277,-0.15955186
isogroup02317,-0.202365406
isogroup11445,-0.166525479
isogroup02630,-0.174561282
isogroup13000,-0.153773279
isogroup28336,-0.163448794
isogroup03305,-0.15404668
isogroup17407,-0.160062006
isogroup11840,-0.171009476
isogroup14103,-0.209282611
isogroup23837,-0.155184104
isogroup28043,-0.154546837
isogroup24574,-0.158160811
isogroup07460,-0.350596647
isogroup22667,-0.548217397
isogroup05725,-0.161190965
isogroup24803,-0.306833547
isogroup17772,-0.191938521
isogroup31996,-0.154113334
isogroup16330,-0.154864286
isogroup21517,-0.153107754
isogroup10059,-0.274957638
isogroup30778,-0.227113606
isogroup04384,-0.446166564
isogroup34088,-0.166885896
isogroup07339,-0.236773137
isogroup19162,-0.174594295
isogroup28724,-0.172502433
isogroup04232,-0.157007228
isogroup22134,-0.249200152
isogroup04134,-0.308784222
isogroup11543,-0.166393195
isogroup00182,-0.15534372
isogroup26635,-0.156132446
isogroup23278,-0.204637846
isogroup03039,-0.154705088
isogroup05688,-0.152224461
isogroup15580,-0.15765464
isogroup00600,-0.157863766
isogroup12236,-0.345326588
isogroup04083,-0.176087003
isogroup13475,-0.47061955
isogroup06652,-0.307478092
isogroup13686,-0.226231313
isogroup05115,-0.152942927
isogroup24972,-0.288511543
isogroup35604,-0.158183102
isogroup34798,-0.206829361
isogroup25604,-0.188739056
isogroup21417,-0.214846643
isogroup06859,-0.160301127
isogroup30145,-0.219399186
isogroup32972,-0.156668942
isogroup05118,-0.264418954
isogroup27687,-0.178510122
isogroup13892,-0.150707346
isogroup31752,-0.187002525
isogroup05868,-0.200033133
isogroup03903,-0.293595241
isogroup20988,-0.293471165
isogroup17147,-0.152496726
isogroup01125,-0.197725863
isogroup01145,-0.239187224
isogroup14345,-0.303694056
isogroup25312,-0.350704882
isogroup04035,-0.196891016
isogroup08956,-0.257191778
isogroup06190,-0.178041591
isogroup21187,-0.212290986
isogroup10738,-0.197259202
isogroup05547,-0.161429512
isogroup20595,-0.205172347
isogroup00914,-0.177171539
isogroup05575,-0.157593628
isogroup16826,-0.152713386
isogroup06225,-0.153339198
isogroup02823,-0.196209888
isogroup37804,-0.180586963
isogroup17416,-0.176044491
isogroup35753,-0.149485628
isogroup24259,-0.188322097
isogroup03082,-0.165012668
isogroup24255,-0.30012259
isogroup11156,-0.155830329
isogroup29429,-0.16966521
isogroup02777,-0.149263331
isogroup00331,-0.346808018
isogroup32568,-0.400062295
isogroup06793,-0.274587158
isogroup05820,-0.166728992
isogroup13132,-0.158223374
isogroup16840,-0.193644802
isogroup06844,-0.161489148
isogroup10761,-0.15895503
isogroup05829,-0.153639402
isogroup05482,-0.309615678
isogroup03379,-0.152324073
isogroup09970,-0.181145825
isogroup29305,-0.148375927
isogroup09088,-0.17398404
isogroup24411,-0.194799914
isogroup21489,-0.157735584
isogroup15528,-0.3005077
isogroup32191,-0.263232791
isogroup36988,-0.219892872
isogroup05263,-0.487908932
isogroup03726,-0.153876112
isogroup06168,-0.151861179
isogroup00203,-0.180650297
isogroup09760,-0.15158184
isogroup24022,-0.148577562
isogroup10351,-0.189223336
isogroup00629,-0.186321254
isogroup23276,-0.161387061
isogroup21930,-0.191532848
isogroup06845,-0.224633693
isogroup06359,-0.230437505
isogroup07902,-0.152515631
isogroup35014,-0.14999504
isogroup20073,-0.271295022
isogroup28215,-0.389587569
isogroup23706,-0.404596695
isogroup15893,-0.147837244
isogroup15659,-0.223351168
isogroup23846,-0.159391971
isogroup23327,-0.171751992
isogroup07430,-0.165227372
isogroup05835,-0.38993513
isogroup05447,-0.203673156
isogroup00210,-0.257615848
isogroup21185,-0.170910052
isogroup23760,-0.148996248
isogroup37221,-0.170524706
isogroup06162,-0.602583583
isogroup08235,-0.148583614
isogroup00636,-0.215868919
isogroup00353,-0.147166517
isogroup36706,-0.152619868
isogroup03871,-0.211696037
isogroup04102,-0.213464487
isogroup07909,-0.169734517
isogroup18324,-0.174500363
isogroup03527,-0.393786575
isogroup15331,-0.183714301
isogroup28382,-0.259293345
isogroup02584,-0.17956271
isogroup12389,-0.145522731
isogroup06621,-0.145712396
isogroup05246,-0.145716422
isogroup01103,-0.169289238
isogroup13604,-0.145857772
isogroup39635,-0.482852989
isogroup18906,-0.158020638
isogroup31067,-0.145898272
isogroup03816,-0.161146014
isogroup29375,-0.273416459
isogroup17274,-0.179216487
isogroup20684,-0.244390911
isogroup30529,-0.151482725
isogroup28830,-0.144996355
isogroup00434,-0.162872108
isogroup19120,-0.151306542
isogroup06867,-0.145514435
isogroup01016,-0.159798251
isogroup10890,-0.157278628
isogroup01241,-0.214962031
isogroup08063,-0.209763536
isogroup00517,-0.156037558
isogroup25566,-0.155341242
isogroup15449,-0.160331682
isogroup16709,-0.175283965
isogroup09247,-0.16637837
isogroup15501,-0.156739262
isogroup01056,-0.186043078
isogroup09425,-0.411749153
isogroup23332,-0.150547321
isogroup00279,-0.149680875
isogroup07481,-0.165292345
isogroup10536,-0.271071127
isogroup30438,-0.249643416
isogroup23655,-0.172161525
isogroup02787,-0.182357155
isogroup05309,-0.334491109
isogroup07372,-0.16850343
isogroup34453,-0.144902598
isogroup01574,-0.29491978
isogroup11479,-0.159216099
isogroup01981,-0.212519236
isogroup12726,-0.147852643
isogroup07728,-0.172235085
isogroup00944,-0.147189389
isogroup06839,-0.142982797
isogroup04052,-0.162289689
isogroup23181,-0.193014273
isogroup15857,-0.142820283
isogroup07478,-0.50490717
isogroup04186,-0.150392948
isogroup03599,-0.285340755
isogroup30598,-0.143642388
isogroup24504,-0.14372937
isogroup10046,-0.158951926
isogroup34884,-0.183466068
isogroup02732,-0.274722109
isogroup13986,-0.221627752
isogroup12546,-0.167647368
isogroup06998,-0.168472794
isogroup14932,-0.152927898
isogroup00855,-0.170986362
isogroup12462,-0.293419389
isogroup06228,-0.554738585
isogroup10852,-0.554738585
isogroup15125,-0.554738585
isogroup22782,-0.554738585
isogroup31969,-0.203489871
isogroup23639,-0.142052943
isogroup11980,-0.554501353
isogroup21539,-0.554501353
isogroup27081,-0.142965866
isogroup04914,-0.301483961
isogroup19612,-0.15758905
isogroup35767,-0.560010292
isogroup10385,-0.215806285
isogroup04371,-0.301992689
isogroup17369,-0.568635584
isogroup20596,-0.568635584
isogroup25191,-0.568635584
isogroup20765,-0.221991181
isogroup24479,-0.250784248
isogroup00541,-0.568390683
isogroup05696,-0.568390683
isogroup28771,-0.568390683
isogroup04153,-0.167062983
isogroup27469,-0.360439817
isogroup13253,-0.231340852
isogroup21480,-0.193794302
isogroup29098,-0.141172714
isogroup03586,-0.161938943
isogroup01144,-0.14127247
isogroup17488,-0.208499085
isogroup01472,-0.14540047
isogroup09502,-0.237433967
isogroup24634,-0.339843689
isogroup06932,-0.285768234
isogroup01048,-0.174392372
isogroup11119,-0.146646655
isogroup23690,-0.180559277
isogroup24386,-0.30203501
isogroup01890,-0.270753516
isogroup24601,-0.159620436
isogroup02152,-0.163136137
isogroup03375,-0.16664979
isogroup36674,-0.223490372
isogroup10959,-0.277361876
isogroup12630,-0.140328564
isogroup11796,-0.185796105
isogroup13545,-0.157086891
isogroup03734,-0.145099297
isogroup12459,-0.171214931
isogroup17725,-0.184023016
isogroup12611,-0.338353955
isogroup21628,-0.197521886
isogroup02815,-0.189880337
isogroup02480,-0.151767658
isogroup16851,-0.338207406
isogroup27276,-0.139831801
isogroup12008,-0.261261446
isogroup11540,-0.140516553
isogroup07812,-0.146116514
isogroup11188,-0.184399273
isogroup00439,-0.173985581
isogroup19037,-0.149797281
isogroup01231,-0.261439581
isogroup02788,-0.190440509
isogroup03975,-0.139338484
isogroup28581,-0.143562127
isogroup23716,-0.149853682
isogroup24762,-0.216720544
isogroup16166,-0.234026562
isogroup35184,-0.144560744
isogroup25051,-0.236815741
isogroup01121,-0.139934059
isogroup12302,-0.139150607
isogroup09312,-0.241051753
isogroup09382,-0.139126649
isogroup11094,-0.310351406
isogroup01006,-0.138936516
isogroup02024,-0.138720376
isogroup06220,-0.365197091
isogroup09827,-0.154722601
isogroup11075,-0.165275289
isogroup05988,-0.140214256
isogroup24651,-0.338965332
isogroup02258,-0.139682786
isogroup17118,-0.148356504
isogroup17205,-0.162586013
isogroup17267,-0.22787112
isogroup11425,-0.32760326
isogroup36736,-0.174314293
isogroup04532,-0.159463843
isogroup16979,-0.184654495
isogroup14461,-0.140492613
isogroup16253,-0.299647371
isogroup30869,-0.207941479
isogroup04111,-0.138246421
isogroup03842,-0.154990176
isogroup09632,-0.400174588
isogroup24265,-0.315861791
isogroup34587,-0.284871985
isogroup06344,-0.214591565
isogroup17055,-0.175531805
isogroup10831,-0.271260143
isogroup28848,-0.149329656
isogroup19997,-0.167971303
isogroup06935,-0.137386197
isogroup23245,-0.198953025
isogroup23253,-0.223926395
isogroup19888,-0.144919611
isogroup32935,-0.142215668
isogroup35389,-0.185636577
isogroup21166,-0.137911874
isogroup30453,-0.168590929
isogroup11182,-0.244921142
isogroup04660,-0.475994027
isogroup30594,-0.475994027
isogroup17468,-0.181443769
isogroup30590,-0.156874265
isogroup02311,-0.140813157
isogroup33223,-0.290696736
isogroup13082,-0.356248337
isogroup00367,-0.153027367
isogroup34789,-0.144743336
isogroup07624,-0.137428374
isogroup02202,-0.200293933
isogroup23588,-0.146141225
isogroup24071,-0.182149411
isogroup14894,-0.319879021
isogroup33127,-0.136526991
isogroup16069,-0.136000212
isogroup24308,-0.156820167
isogroup10282,-0.142520404
isogroup09749,-0.142963147
isogroup01467,-0.23040993
isogroup01879,-0.290894908
isogroup25300,-0.346618785
isogroup28182,-0.136336413
isogroup03877,-0.345996145
isogroup16360,-0.17631586
isogroup25701,-0.322550614
isogroup33677,-0.319954772
isogroup26303,-0.184291155
isogroup27897,-0.307227722
isogroup10769,-0.151194141
isogroup07342,-0.666629193
isogroup14734,-0.666629193
isogroup16663,-0.666629193
isogroup21567,-0.666629193
isogroup21637,-0.666629193
isogroup24881,-0.666629193
isogroup27011,-0.666629193
isogroup29091,-0.666629193
isogroup30619,-0.666629193
isogroup32320,-0.666629193
isogroup37291,-0.666629193
isogroup03485,-0.666340592
isogroup09929,-0.666340592
isogroup12747,-0.666340592
isogroup13281,-0.666340592
isogroup13934,-0.666340592
isogroup17834,-0.666340592
isogroup22538,-0.666340592
isogroup25152,-0.666340592
isogroup26906,-0.666340592
isogroup28455,-0.666340592
isogroup29248,-0.666340592
isogroup30580,-0.666340592
isogroup35952,-0.666340592
isogroup38790,-0.666340592
isogroup12742,-0.142954753
isogroup16012,-0.167884149
isogroup32266,-0.270813516
isogroup34641,-0.328145554
isogroup32478,-0.13476985
isogroup03401,-0.135291668
isogroup02616,-0.224599831
isogroup10661,-0.199054237
isogroup19462,-0.265357957
isogroup15159,-0.13644401
isogroup07386,-0.13498518
isogroup10572,-0.146846439
isogroup23465,-0.147428252
isogroup02659,-0.330951926
isogroup25396,-0.203552061
isogroup30451,-0.144357564
isogroup11256,-0.155921455
isogroup25853,-0.321154673
isogroup34290,-0.187387245
isogroup27456,-0.187809277
isogroup03509,-0.47387246
isogroup11291,-0.434117434
isogroup19002,-0.434117434
isogroup36601,-0.434117434
isogroup05496,-0.161566572
isogroup05718,-0.146628094
isogroup06454,-0.162248146
isogroup16469,-0.137356914
isogroup12832,-0.273624574
isogroup12625,-0.155530092
isogroup07750,-0.18211075
isogroup13353,-0.178747948
isogroup14712,-0.134434081
isogroup03280,-0.19872235
isogroup08488,-0.209360127
isogroup20606,-0.137022932
isogroup05318,-0.201868105
isogroup09237,-0.286935261
isogroup04755,-0.135240994
isogroup14083,-0.133111466
isogroup06444,-0.17092489
isogroup23572,-0.164376784
isogroup26312,-0.132998445
isogroup15831,-0.167284327
isogroup09923,-0.132635783
isogroup01455,-0.256292741
isogroup22323,-0.132428835
isogroup21921,-0.386259012
isogroup02855,-0.133232169
isogroup01823,-0.134876064
isogroup24962,-0.132531446
isogroup17838,-0.286743728
isogroup01427,-0.159758192
isogroup05408,-0.161687473
isogroup01577,-0.486376107
isogroup07682,-0.397372378
isogroup11186,-0.233352868
isogroup09531,-0.133221604
isogroup12774,-0.164680349
isogroup34399,-0.134423329
isogroup13140,-0.469114307
isogroup11221,-0.142949971
isogroup24797,-0.132562723
isogroup06002,-0.142033967
isogroup28080,-0.258462789
isogroup23369,-0.264295229
isogroup06477,-0.131551735
isogroup26124,-0.133876206
isogroup02124,-0.132593156
isogroup38688,-0.145907951
isogroup20964,-0.155665005
isogroup14460,-0.313954342
isogroup13406,-0.136859253
isogroup09345,-0.134669322
isogroup25125,-0.152238099
isogroup13004,-0.132487034
isogroup10480,-0.131117592
isogroup04113,-0.133689659
isogroup07233,-0.142464316
isogroup10417,-0.164371645
isogroup18598,-0.502980621
isogroup03924,-0.140428119
isogroup24598,-0.132301522
isogroup23034,-0.130641746
isogroup22094,-0.161290869
isogroup19007,-0.337099021
isogroup02662,-0.259764083
isogroup24153,-0.214348436
isogroup10163,-0.136442235
isogroup28144,-0.180022403
isogroup28398,-0.369755048
isogroup02278,-0.137648071
isogroup03471,-0.262154121
isogroup04623,-0.159180992
isogroup23227,-0.324992835
isogroup13275,-0.175837078
isogroup33925,-0.295723415
isogroup00466,-0.131690765
isogroup01060,-0.163149431
isogroup24049,-0.16188149
isogroup02950,-0.452201896
isogroup24638,-0.160356701
isogroup31440,-0.212383752
isogroup04233,-0.326120596
isogroup00229,-0.145725452
isogroup05723,-0.129976766
isogroup02164,-0.140268067
isogroup28660,-0.184266336
isogroup15175,-0.13492213
isogroup13333,-0.15539079
isogroup03993,-0.144003912
isogroup19991,-0.214060343
isogroup12790,-0.130579168
isogroup16642,-0.150156482
isogroup31235,-0.143624009
isogroup01592,-0.129342834
isogroup09716,-0.136840468
isogroup09883,-0.29341563
isogroup30973,-0.312287985
isogroup10881,-0.128937876
isogroup03253,-0.142956447
isogroup20193,-0.153259489
isogroup01487,-0.139417558
isogroup17142,-0.251443944
isogroup04558,-0.153119271
isogroup09107,-0.146358643
isogroup28022,-0.146105498
isogroup10380,-0.132523869
isogroup23886,-0.150113278
isogroup08930,-0.181445249
isogroup14118,-0.273283924
isogroup06240,-0.178454101
isogroup06067,-0.150096526
isogroup03167,-0.131672265
isogroup00256,-0.162254451
isogroup03755,-0.155956704
isogroup05183,-0.27241278
isogroup32249,-0.135946374
isogroup08131,-0.254779563
isogroup07618,-0.356717891
isogroup16982,-0.187213931
isogroup15281,-0.287134312
isogroup11976,-0.164776935
isogroup01256,-0.434336532
isogroup13690,-0.136432895
isogroup37147,-0.163506685
isogroup25753,-0.194624525
isogroup35969,-0.135690066
isogroup16721,-0.286339332
isogroup34229,-0.13335547
isogroup10772,-0.241195887
isogroup18600,-0.148647327
isogroup32697,-0.258579054
isogroup21817,-0.219207507
isogroup36153,-0.272577003
isogroup08428,-0.12701971
isogroup23371,-0.393284359
isogroup24700,-0.145900459
isogroup07970,-0.159709219
isogroup20705,-0.126741827
isogroup36447,-0.259791242
isogroup12613,-0.161869961
isogroup06959,-0.126638395
isogroup03448,-0.215834453
isogroup13168,-0.324367233
isogroup22421,-0.15954008
isogroup23243,-0.252016032
isogroup16948,-0.297365564
isogroup02271,-0.203392585
isogroup10435,-0.133512044
isogroup30117,-0.166100168
isogroup34358,-0.177094912
isogroup07138,-0.125816928
isogroup00498,-0.126384026
isogroup37838,-0.133392447
isogroup24375,-0.125994824
isogroup30538,-0.305763002
isogroup06714,-0.126887413
isogroup35026,-0.138192066
isogroup10450,-0.27995556
isogroup07819,-0.133966236
isogroup08688,-0.177033354
isogroup05484,-0.126202634
isogroup20229,-0.1315428
isogroup30985,-0.309649737
isogroup22750,-0.299797875
isogroup08111,-0.133483157
isogroup24476,-0.12506725
isogroup22998,-0.128969636
isogroup25320,-0.125208473
isogroup12823,-0.134293768
isogroup02280,-0.192794316
isogroup06850,-0.310713482
isogroup11171,-0.305302709
isogroup08136,-0.128984406
isogroup05589,-0.166946408
isogroup10067,-0.280964458
isogroup10643,-0.194732394
isogroup25097,-0.146433938
isogroup04733,-0.15649111
isogroup02898,-0.21726947
isogroup21976,-0.181549447
isogroup09608,-0.220259059
isogroup14723,-0.133072552
isogroup06615,-0.242461969
isogroup11114,-0.268983325
isogroup03122,-0.201501642
isogroup24298,-0.197399827
isogroup25499,-0.124385218
isogroup08674,-0.124356989
isogroup03751,-0.199847072
isogroup25091,-0.245976288
isogroup20537,-0.124504375
isogroup11681,-0.131368378
isogroup19252,-0.164226123
isogroup08043,-0.123930876
isogroup20983,-0.150277151
isogroup31856,-0.133865907
isogroup02082,-0.302540134
isogroup34803,-0.204944562
isogroup04514,-0.302468649
isogroup13767,-0.145642449
isogroup24028,-0.156353098
isogroup11360,-0.433570131
isogroup13613,-0.433570131
isogroup22536,-0.124779337
isogroup03132,-0.306923918
isogroup07282,-0.148357129
isogroup02689,-0.126934336
isogroup02185,-0.123345733
isogroup00845,-0.399513335
isogroup11003,-0.183127748
isogroup35629,-0.129745715
isogroup02131,-0.199341976
isogroup07413,-0.124459708
isogroup00625,-0.175431778
isogroup01271,-0.127130234
isogroup21734,-0.325868682
isogroup12969,-0.127256767
isogroup09206,-0.175115422
isogroup37347,-0.124082113
isogroup04034,-0.161897272
isogroup16821,-0.127183234
isogroup16685,-0.123040885
isogroup05514,-0.123365235
isogroup34204,-0.127914511
isogroup24155,-0.365170787
isogroup12099,-0.161634896
isogroup02042,-0.123665839
isogroup14021,-0.125741515
isogroup09020,-0.367335999
isogroup12238,-0.367245695
isogroup20756,-0.367245695
isogroup09763,-0.127146573
isogroup37725,-0.13205303
isogroup16025,-0.168082843
isogroup08782,-0.267424722
isogroup09616,-0.22956848
isogroup06460,-0.283715353
isogroup11350,-0.123010767
isogroup09079,-0.130814684
isogroup20087,-0.159797976
isogroup18665,-0.300073417
isogroup23321,-0.146928984
isogroup12872,-0.134260817
isogroup02313,-0.163718451
isogroup16436,-0.136557039
isogroup29366,-0.125029766
isogroup06693,-0.12945965
isogroup05480,-0.122636272
isogroup37691,-0.13027669
isogroup03026,-0.201405075
isogroup14549,-0.320590832
isogroup05999,-0.124462852
isogroup20468,-0.15493984
isogroup20852,-0.320511216
isogroup01659,-0.14313487
isogroup11692,-0.126597143
isogroup09606,-0.364003808
isogroup26172,-0.134722719
isogroup17804,-0.271132219
isogroup09113,-0.269132097
isogroup16807,-0.143495568
isogroup17421,-0.123835078
isogroup02955,-0.226301834
isogroup08212,-0.123430178
isogroup22488,-0.123629801
isogroup06514,-0.1463239
isogroup01451,-0.148041939
isogroup16087,-0.196223318
isogroup08099,-0.148857459
isogroup10862,-0.267312355
isogroup38173,-0.428254029
isogroup10266,-0.193380851
isogroup07967,-0.16258681
isogroup37547,-0.246717428
isogroup04917,-0.236246188
isogroup00832,-0.120374581
isogroup36604,-0.137102719
isogroup16233,-0.137477846
isogroup05731,-0.122894641
isogroup17962,-0.155185543
isogroup12813,-0.142293529
isogroup01161,-0.321438409
isogroup35636,-0.331562786
isogroup03148,-0.195013597
isogroup03910,-0.219545754
isogroup32310,-0.119879175
isogroup15868,-0.142966334
isogroup04450,-0.143442617
isogroup00341,-0.128848165
isogroup02103,-0.225004994
isogroup22906,-0.16304258
isogroup13337,-0.146817945
isogroup20729,-0.195879955
isogroup15760,-0.139497216
isogroup01374,-0.124466746
isogroup24847,-0.219529859
isogroup25057,-0.119889331
isogroup02509,-0.121039201
isogroup21914,-0.121812918
isogroup00554,-0.125316427
isogroup34580,-0.167016585
isogroup10676,-0.21296537
isogroup22971,-0.278500376
isogroup13996,-0.305352405
isogroup02718,-0.13476321
isogroup18277,-0.158603203
isogroup12533,-0.286491177
isogroup14551,-0.15506078
isogroup13588,-0.137327065
isogroup37977,-0.409477068
isogroup12860,-0.21026196
isogroup10509,-0.132023848
isogroup05255,-0.409375408
isogroup32015,-0.189713662
isogroup25355,-0.125595059
isogroup04140,-0.119514956
isogroup32765,-0.216855659
isogroup36452,-0.280947544
isogroup09437,-0.217346144
isogroup15048,-0.126427094
